Rank,State,County-equivalent,Per capita,Median,Median,Population,Number of
,,,income,household,family,,households
,,,,income,income,,
2643,Mississippi,Webster,"$18,728 ","$33,524 ","$45,647 ","10,129","4,084"
2644,Mississippi,Wilkinson,"$18,717 ","$33,618 ","$39,966 ","9,653","3,496"
2645,Georgia,Toombs,"$18,716 ","$31,189 ","$46,442 ","27,229","10,310"
2646,Tennessee,Haywood,"$18,714 ","$34,542 ","$43,094 ","18,531","7,099"
2647,Arkansas,Howard,"$18,707 ","$35,879 ","$40,970 ","13,748","5,208"
2648,Arkansas,Cross,"$18,701 ","$38,085 ","$48,100 ","17,760","6,818"
2649,Arkansas,Nevada County,"$18,695 ","$33,694 ","$42,500 ","8,948","3,622"
2650,Texas,San Augustine,"$18,695 ","$28,390 ","$41,014 ","8,855","3,275"
2651,Alabama,Clay,"$18,694 ","$34,002 ","$43,598 ","13,703","5,649"
2652,Mississippi,Neshoba,"$18,693 ","$37,050 ","$41,449 ","29,655","10,829"
2653,West Virginia,Fayette,"$18,685 ","$33,771 ","$42,182 ","45,889","17,250"
2654,Texas,Bailey,"$18,676 ","$46,139 ","$48,681 ","7,121","2,358"
2655,New Mexico,Torrance,"$18,675 ","$31,161 ","$45,409 ","16,185","5,638"
2656,Louisiana,Richland,"$18,669 ","$36,835 ","$45,070 ","20,816","7,619"
2657,Tennessee,Crockett,"$18,664 ","$36,066 ","$43,693 ","14,576","5,619"
2658,Florida,Lafayette,"$18,660 ","$39,722 ","$52,627 ","8,745","2,710"
2659,Missouri,Pike,"$18,650 ","$39,850 ","$52,000 ","18,579","6,559"
2660,Georgia,Screven,"$18,640 ","$34,848 ","$46,591 ","14,455","5,165"
2661,West Virginia,Braxton,"$18,635 ","$31,848 ","$43,884 ","14,524","5,780"
2662,Alabama,Bullock,"$18,628 ","$32,033 ","$44,933 ","10,746","3,741"
2663,Georgia,Laurens,"$18,625 ","$34,793 ","$43,935 ","48,203","17,632"
2664,Georgia,Baldwin,"$18,622 ","$32,751 ","$48,719 ","46,018","16,338"
2665,Georgia,Dougherty,"$18,619 ","$31,671 ","$38,145 ","94,220","35,661"
2666,Kentucky,Fulton,"$18,602 ","$33,582 ","$39,274 ","6,650","2,744"
2667,Mississippi,Benton,"$18,597 ","$31,060 ","$42,436 ","8,682","3,195"
2668,Georgia,Cook,"$18,592 ","$34,985 ","$43,780 ","17,066","6,308"
2669,Georgia,Bulloch,"$18,587 ","$35,840 ","$52,100 ","71,190","25,254"
2670,Tennessee,Claiborne,"$18,583 ","$33,229 ","$42,766 ","31,915","12,553"
2671,Oklahoma,Cherokee,"$18,582 ","$37,260 ","$49,379 ","47,488","16,875"
2672,Oklahoma,Harmon,"$18,582 ","$26,688 ","$36,597 ","2,894","1,106"
2673,Mississippi,Stone,"$18,576 ","$42,963 ","$50,491 ","17,854","5,871"
2674,Mississippi,Pontotoc,"$18,576 ","$39,899 ","$50,403 ","30,207","9,937"
2675,Indiana,Orange,"$18,576 ","$38,826 ","$46,454 ","19,829","7,688"
2676,Georgia,Bacon,"$18,558 ","$33,757 ","$48,115 ","11,159","4,036"
2677,Georgia,Stephens,"$18,557 ","$37,898 ","$46,972 ","25,910","9,227"
2678,Georgia,Worth,"$18,551 ","$35,792 ","$44,411 ","21,670","7,851"
2679,Florida,Gulf,"$18,546 ","$40,455 ","$44,574 ","15,793","5,414"
2680,Missouri,St. Francois,"$18,544 ","$37,238 ","$46,537 ","65,602","24,654"
2681,Missouri,Dent,"$18,544 ","$36,311 ","$42,356 ","15,649","5,858"
2682,Oklahoma,Pushmataha,"$18,542 ","$29,897 ","$38,834 ","11,406","4,900"
2683,Tennessee,Houston,"$18,539 ","$35,271 ","$44,637 ","8,375","3,423"
2684,Arkansas,Clay,"$18,509 ","$31,502 ","$41,121 ","15,790","6,814"
2685,Virginia,Bland,"$18,501 ","$42,139 ","$48,906 ","6,795","2,480"
2686,Mississippi,Winston,"$18,501 ","$30,821 ","$40,589 ","19,052","7,635"
2687,Alaska,Bethel Census Area,"$18,497 ","$51,689 ","$53,224 ","17,356","4,358"
2688,Texas,Anderson,"$18,495 ","$40,653 ","$52,077 ","58,262","16,378"
2689,Alabama,Fayette,"$18,494 ","$33,838 ","$44,034 ","17,110","6,956"
2690,Alabama,Coosa,"$18,493 ","$37,277 ","$46,777 ","11,198","4,506"
2691,Mississippi,Tippah,"$18,493 ","$34,636 ","$41,358 ","22,080","8,472"
2692,New Mexico,Union,"$18,472 ","$38,902 ","$48,350 ","4,458","1,606"
2693,West Virginia,Lincoln,"$18,458 ","$35,487 ","$42,293 ","21,660","8,416"
2694,Tennessee,Benton,"$18,456 ","$33,033 ","$39,526 ","16,398","6,892"
2695,Virginia,Buena Vista City,"$18,453 ","$36,591 ","$49,429 ","6,699","2,738"
2696,Missouri,Reynolds,"$18,449 ","$34,496 ","$39,632 ","6,661","2,664"
2697,Kentucky,Knott,"$18,448 ","$33,889 ","$43,684 ","16,217","5,892"
2698,North Carolina,Greene,"$18,441 ","$40,853 ","$50,781 ","21,382","7,104"
2699,Florida,Suwannee,"$18,431 ","$35,698 ","$43,716 ","42,865","15,712"
2700,California,Kings,"$18,429 ","$48,133 ","$50,489 ","151,806","40,785"
2701,Tennessee,McNairy,"$18,428 ","$33,452 ","$41,545 ","26,066","9,736"
2702,Mississippi,Attala,"$18,422 ","$31,641 ","$41,356 ","19,383","7,185"
2703,Missouri,Crawford,"$18,415 ","$35,897 ","$44,985 ","24,711","9,485"
2704,North Carolina,Hyde,"$18,408 ","$42,279 ","$42,048 ","5,771","2,148"
2705,New Mexico,Hidalgo,"$18,392 ","$34,080 ","$37,432 ","4,834","1,837"
2706,Tennessee,Jackson,"$18,387 ","$33,386 ","$42,800 ","11,527","4,493"
2707,Tennessee,Hickman,"$18,383 ","$39,581 ","$47,683 ","24,428","8,846"
2708,Texas,El Paso,"$18,379 ","$40,157 ","$44,619 ","813,015","255,573"
2709,West Virginia,Wyoming County,"$18,377 ","$34,454 ","$47,602 ","23,479","9,101"
2710,Florida,Putnam,"$18,377 ","$32,497 ","$40,802 ","73,683","28,047"
2711,Arkansas,Pike,"$18,377 ","$32,206 ","$37,440 ","11,250","4,325"
2712,Idaho,Gooding,"$18,373 ","$37,050 ","$45,093 ","15,278","5,552"
2713,Alabama,Lowndes,"$18,368 ","$26,230 ","$40,783 ","11,086","4,212"
2714,Tennessee,Overton,"$18,347 ","$34,604 ","$43,587 ","22,109","8,815"
2715,North Carolina,Cherokee,"$18,340 ","$34,432 ","$43,178 ","27,243","10,722"
2716,Mississippi,Tishomingo,"$18,338 ","$32,592 ","$40,949 ","19,582","7,643"
2717,Georgia,Polk,"$18,336 ","$39,208 ","$48,675 ","41,308","14,645"
2718,Oklahoma,Ottawa,"$18,331 ","$36,473 ","$44,106 ","32,029","12,134"
2719,Tennessee,Carroll,"$18,330 ","$35,049 ","$45,351 ","28,525","11,022"
2720,Oklahoma,Seminole,"$18,321 ","$33,819 ","$42,751 ","25,443","9,327"
2721,Mississippi,Copiah,"$18,318 ","$35,421 ","$45,769 ","29,204","9,897"
2722,Mississippi,Simpson,"$18,314 ","$38,362 ","$44,651 ","27,439","9,786"
2723,Florida,Levy,"$18,304 ","$34,348 ","$41,278 ","40,289","15,582"
2724,Mississippi,Clay,"$18,273 ","$30,764 ","$39,169 ","20,539","7,750"
2725,Oklahoma,Hughes,"$18,268 ","$34,619 ","$44,973 ","13,838","4,920"
2726,Texas,Menard,"$18,253 ","$31,215 ","$41,250 ","2,213",871
2727,Missouri,Carter,"$18,245 ","$30,962 ","$40,597 ","6,260","2,426"
2728,South Carolina,Cherokee,"$18,240 ","$34,202 ","$43,439 ","55,587","20,762"
2729,Ohio,Adams,"$18,235 ","$35,678 ","$43,771 ","28,406","10,816"
2730,Georgia,Franklin,"$18,234 ","$34,830 ","$45,934 ","21,998","8,618"
2731,Kentucky,Perry,"$18,224 ","$33,528 ","$40,814 ","28,488","10,801"
2732,Virginia,Dickenson,"$18,215 ","$33,318 ","$41,314 ","15,749","6,352"
2733,Georgia,Irwin,"$18,207 ","$40,771 ","$50,125 ","9,571","3,277"
2734,Tennessee,White,"$18,205 ","$34,474 ","$42,357 ","25,986","9,729"
2735,Nevada,Pershing,"$18,203 ","$52,101 ","$56,250 ","6,752","2,091"
2736,Arkansas,Marion,"$18,188 ","$34,494 ","$42,333 ","16,605","7,036"
2737,Georgia,Crisp,"$18,185 ","$35,240 ","$42,934 ","23,521","8,832"
2738,Mississippi,Pike,"$18,183 ","$34,841 ","$41,288 ","40,269","14,614"
2739,California,Merced,"$18,177 ","$42,591 ","$47,456 ","258,707","75,409"
2740,New York,Bronx,"$18,171 ","$34,388 ","$38,843 ","1,397,315","474,842"
2741,Mississippi,Monroe,"$18,167 ","$36,308 ","$45,361 ","36,652","13,960"
2742,North Dakota,Benson,"$18,162 ","$36,491 ","$40,821 ","6,721","2,291"
2743,Missouri,Schuyler,"$18,160 ","$34,688 ","$45,269 ","4,397","1,773"
2744,Missouri,Dallas,"$18,155 ","$40,120 ","$44,382 ","16,733","6,443"
2745,Alabama,DeKalb,"$18,149 ","$37,851 ","$45,213 ","71,076","24,923"
2746,Michigan,Clare,"$18,148 ","$32,668 ","$40,297 ","30,823","13,215"
2747,Oklahoma,Le Flore,"$18,141 ","$36,542 ","$44,408 ","50,062","18,412"
2748,Arkansas,Prairie,"$18,137 ","$34,855 ","$43,408 ","8,573","3,737"
2749,Kentucky,Butler,"$18,136 ","$35,430 ","$45,314 ","12,746","5,124"
2750,South Carolina,Abbeville,"$18,134 ","$35,947 ","$47,211 ","25,233","9,809"
2751,Oklahoma,Sequoyah,"$18,131 ","$35,742 ","$42,828 ","41,834","15,624"
2752,Mississippi,Marion,"$18,126 ","$29,400 ","$38,941 ","26,674","9,985"
2753,Georgia,Dodge,"$18,114 ","$37,292 ","$50,116 ","21,502","8,186"
2754,Utah,Juab,"$18,108 ","$55,247 ","$57,207 ","10,300","3,016"
2755,Mississippi,Itawamba,"$18,106 ","$36,073 ","$45,142 ","23,366","8,859"
2756,New Mexico,Socorro,"$18,104 ","$34,036 ","$44,076 ","17,756","5,329"
2757,Kentucky,Breckinridge,"$18,101 ","$38,907 ","$46,870 ","20,059","7,213"
2758,Ohio,Vinton,"$18,101 ","$36,705 ","$41,674 ","13,365","5,191"
2759,Michigan,Osceola,"$18,099 ","$37,788 ","$45,839 ","23,404","8,987"
2760,South Carolina,Chester,"$18,098 ","$33,103 ","$42,089 ","32,879","12,368"
2761,Georgia,Randolph,"$18,094 ","$30,023 ","$35,914 ","7,498","3,020"
2762,Missouri,Nodaway,"$18,079 ","$36,641 ","$56,449 ","23,347","8,599"
2763,Mississippi,Jasper,"$18,075 ","$31,170 ","$37,218 ","16,827","7,015"
2764,Mississippi,Panola,"$18,073 ","$35,715 ","$41,849 ","34,558","11,928"
2765,Mississippi,Clarke,"$18,066 ","$31,362 ","$41,518 ","16,614","6,305"
2766,Georgia,Decatur,"$18,059 ","$30,619 ","$42,523 ","27,676","10,525"
2767,Michigan,Oscoda,"$18,057 ","$33,239 ","$40,517 ","8,590","3,781"
2768,West Virginia,Calhoun,"$18,053 ","$31,679 ","$41,920 ","7,603","3,141"
2769,Arkansas,Izard,"$18,040 ","$30,661 ","$39,717 ","13,560","5,682"
2770,Oklahoma,Tillman,"$18,035 ","$36,354 ","$45,487 ","7,898","3,013"
2771,Louisiana,Evangeline,"$18,023 ","$31,832 ","$41,022 ","33,793","11,967"
2772,Texas,San Saba,"$18,009 ","$37,743 ","$45,678 ","6,050","2,035"
2773,Louisiana,Avoyelles,"$18,006 ","$33,942 ","$40,311 ","41,765","15,332"
2774,Texas,Hale,"$18,004 ","$41,191 ","$45,971 ","36,150","11,624"
2775,Missouri,Dunklin,"$17,990 ","$31,304 ","$38,503 ","31,916","12,882"
2776,Georgia,Glascock,"$17,984 ","$37,760 ","$49,279 ","3,094","1,189"
2777,Kentucky,Green,"$17,984 ","$34,406 ","$44,338 ","11,252","4,495"
2778,Louisiana,West Carroll,"$17,980 ","$33,848 ","$44,018 ","11,540","4,130"
2779,Mississippi,Marshall,"$17,978 ","$36,022 ","$41,319 ","36,823","13,050"
2780,Georgia,Upson,"$17,978 ","$35,329 ","$43,590 ","26,918","10,341"
2781,North Carolina,Caswell,"$17,975 ","$35,315 ","$45,925 ","23,462","8,813"
2782,Georgia,Candler,"$17,974 ","$35,070 ","$42,466 ","11,045","3,861"
2783,Oklahoma,Greer,"$17,969 ","$39,900 ","$48,694 ","6,178","2,246"
2784,Kentucky,Lawrence,"$17,960 ","$33,525 ","$42,182 ","15,877","5,823"
2785,Arkansas,Clark,"$17,960 ","$32,721 ","$48,735 ","22,912","8,341"
2786,Georgia,Twiggs,"$17,952 ","$31,234 ","$35,901 ","8,808","3,056"
2787,Georgia,Clayton,"$17,950 ","$40,606 ","$45,355 ","262,455","86,274"
2788,North Carolina,Halifax,"$17,937 ","$32,329 ","$42,607 ","54,251","21,550"
2789,West Virginia,Webster,"$17,937 ","$27,645 ","$34,786 ","9,073","3,928"
2790,New Mexico,Quay,"$17,936 ","$30,802 ","$41,304 ","8,890","3,476"
2791,Missouri,Morgan,"$17,935 ","$34,797 ","$45,048 ","20,392","8,164"
2792,Tennessee,Grainger,"$17,933 ","$32,364 ","$41,071 ","22,653","9,003"
2793,Texas,Real,"$17,931 ","$33,885 ","$38,438 ","3,348","1,127"
2794,New Mexico,San Miguel,"$17,926 ","$28,275 ","$40,284 ","29,093","11,435"
2795,Georgia,McDuffie,"$17,922 ","$37,487 ","$44,510 ","21,697","8,143"
2796,North Carolina,Northampton,"$17,919 ","$31,433 ","$37,249 ","21,645","8,604"
2797,North Carolina,Vance,"$17,905 ","$34,987 ","$41,930 ","45,120","16,640"
2798,California,Tulare,"$17,894 ","$42,708 ","$45,500 ","446,644","131,642"
2799,Kentucky,Letcher,"$17,886 ","$31,200 ","$44,104 ","24,202","9,366"
2800,Arkansas,Newton,"$17,884 ","$30,038 ","$37,243 ","8,211","3,507"
2801,Georgia,Warren,"$17,884 ","$27,796 ","$34,030 ","5,706","2,208"
2802,Texas,Swisher,"$17,880 ","$36,753 ","$45,110 ","7,807","2,604"
2803,Georgia,Sumter,"$17,879 ","$33,796 ","$43,138 ","32,099","11,493"
2804,West Virginia,Barbour,"$17,876 ","$37,327 ","$44,395 ","16,655","6,099"
2805,West Virginia,Gilmer,"$17,870 ","$38,442 ","$49,852 ","8,678","2,590"
2806,Missouri,Texas County,"$17,868 ","$36,082 ","$45,212 ","25,830","9,370"
2807,Texas,Val Verde,"$17,867 ","$40,450 ","$45,452 ","48,730","15,082"
2808,North Carolina,Hertford,"$17,863 ","$33,406 ","$41,713 ","24,516","8,624"
2809,Oklahoma,Caddo,"$17,858 ","$39,267 ","$48,238 ","29,605","10,230"
2810,California,Madera,"$17,847 ","$45,625 ","$50,772 ","151,435","42,516"
2811,Kentucky,Todd,"$17,846 ","$41,541 ","$51,241 ","12,505","4,574"
2812,West Virginia,Ritchie,"$17,843 ","$35,769 ","$45,615 ","10,303","4,032"
2813,Oklahoma,Atoka,"$17,842 ","$37,012 ","$41,653 ","14,070","5,303"
2814,Utah,Iron,"$17,839 ","$42,369 ","$49,829 ","46,435","15,435"
2815,Georgia,Clinch,"$17,815 ","$30,345 ","$42,792 ","6,766","2,586"
2816,Utah,Sanpete,"$17,811 ","$48,369 ","$58,486 ","27,930","7,781"
2817,Idaho,Cassia,"$17,801 ","$42,039 ","$51,608 ","23,054","7,653"
2818,Florida,Okeechobee,"$17,787 ","$34,570 ","$43,119 ","39,642","12,999"
2819,Georgia,Pulaski,"$17,781 ","$41,550 ","$48,257 ","11,775","4,034"
2820,Arkansas,Calhoun,"$17,763 ","$30,980 ","$44,638 ","5,319","2,046"
2821,Idaho,Canyon,"$17,755 ","$42,105 ","$47,302 ","192,153","63,442"
2822,Louisiana,Franklin,"$17,752 ","$31,214 ","$40,147 ","20,699","7,704"
2823,New Mexico,Sierra,"$17,752 ","$27,430 ","$40,786 ","11,898","4,350"
2824,Tennessee,Lewis,"$17,751 ","$34,397 ","$42,415 ","12,049","4,750"
2825,Florida,Bradford,"$17,749 ","$40,259 ","$49,562 ","27,981","8,857"
2826,Tennessee,Morgan,"$17,747 ","$37,631 ","$45,434 ","21,964","7,455"
2827,Oklahoma,Choctaw,"$17,739 ","$30,201 ","$42,011 ","15,167","6,043"
2828,Louisiana,Washington Parish,"$17,735 ","$31,778 ","$41,963 ","46,935","17,599"
2829,West Virginia,Hampshire,"$17,734 ","$27,766 ","$45,831 ","23,746","10,570"
10%,,,"$17,730 ",,,,
2830,Kentucky,Floyd,"$17,716 ","$30,476 ","$37,838 ","39,448","15,422"
2831,Tennessee,Wayne,"$17,706 ","$33,198 ","$44,653 ","16,996","6,093"
2832,Missouri,Washington County,"$17,703 ","$34,702 ","$41,108 ","25,135","9,199"
2833,Michigan,Baraga,"$17,701 ","$41,189 ","$51,705 ","8,787","3,234"
2834,Kentucky,Cumberland,"$17,697 ","$31,593 ","$37,620 ","6,842","2,604"
2835,South Carolina,Orangeburg,"$17,687 ","$34,110 ","$42,038 ","91,836","34,180"
2836,Idaho,Power,"$17,684 ","$44,212 ","$45,837 ","7,756","2,568"
2837,Georgia,Jeff Davis,"$17,684 ","$36,296 ","$42,577 ","15,042","5,509"
2838,Texas,Dawson,"$17,677 ","$39,714 ","$51,946 ","13,771","4,414"
2839,South Carolina,Clarendon,"$17,665 ","$31,410 ","$40,172 ","34,652","12,690"
2840,Arizona,Santa Cruz,"$17,664 ","$37,745 ","$41,774 ","47,122","15,078"
2841,Nebraska,Arthur,"$17,656 ","$40,568 ","$48,750 ",507,177
2842,Kentucky,Robertson,"$17,641 ","$31,786 ","$49,643 ","2,254",884
2843,Georgia,Seminole,"$17,641 ","$30,521 ","$38,173 ","8,831","3,317"
2844,Virginia,Lunenburg,"$17,630 ","$35,237 ","$41,875 ","12,759","4,572"
2845,Idaho,Franklin,"$17,620 ","$44,962 ","$56,044 ","12,801","4,150"
2846,Florida,Gadsden,"$17,615 ","$35,380 ","$50,314 ","46,860","16,662"
2847,Oklahoma,McCurtain,"$17,615 ","$31,790 ","$40,224 ","33,143","13,078"
2848,Georgia,Turner,"$17,609 ","$28,326 ","$34,176 ","8,637","3,166"
2849,Missouri,Randolph,"$17,587 ","$37,203 ","$47,844 ","25,253","8,925"
2850,Georgia,Early,"$17,579 ","$28,853 ","$40,732 ","10,787","4,030"
2851,Georgia,Jenkins,"$17,565 ","$26,104 ","$35,490 ","8,642","3,354"
2852,Mississippi,Adams,"$17,544 ","$27,381 ","$36,044 ","32,308","12,087"
2853,Texas,Deaf Smith,"$17,532 ","$41,444 ","$47,763 ","19,307","6,191"
2854,Florida,Jackson,"$17,525 ","$36,809 ","$48,028 ","49,326","16,244"
2855,Texas,Dimmit,"$17,516 ","$36,681 ","$44,403 ","10,270","3,542"
2856,Georgia,Washington County,"$17,515 ","$33,652 ","$45,757 ","20,982","7,119"
2857,Louisiana,Claiborne,"$17,512 ","$32,996 ","$39,539 ","16,964","5,726"
2858,Missouri,McDonald,"$17,505 ","$37,997 ","$45,172 ","22,892","8,221"
2859,Virginia,Buchanan,"$17,489 ","$29,848 ","$38,734 ","23,920","9,485"
2860,Texas,Uvalde,"$17,479 ","$34,902 ","$41,173 ","26,578","8,619"
2861,Georgia,Marion,"$17,479 ","$33,301 ","$49,229 ","8,673","3,000"
2862,New Mexico,Roosevelt,"$17,477 ","$38,764 ","$42,703 ","19,984","7,043"
2863,Tennessee,Cocke,"$17,476 ","$30,573 ","$39,065 ","35,596","14,917"
2864,Montana,Blaine,"$17,437 ","$37,151 ","$41,797 ","6,550","2,237"
2865,Alabama,Bibb,"$17,427 ","$36,447 ","$43,004 ","22,754","7,091"
2866,Tennessee,Union,"$17,426 ","$34,399 ","$40,717 ","19,177","7,406"
2867,Kentucky,Lincoln,"$17,420 ","$33,651 ","$43,121 ","24,602","9,692"
2868,West Virginia,Summers,"$17,416 ","$33,784 ","$44,595 ","13,795","5,350"
2869,Missouri,Howell,"$17,416 ","$32,533 ","$41,181 ","40,458","15,796"
2870,Alabama,Butler,"$17,403 ","$29,918 ","$38,500 ","20,624","8,235"
2871,Arkansas,Stone,"$17,403 ","$29,832 ","$39,665 ","12,517","5,135"
2872,Florida,Washington County,"$17,385 ","$38,501 ","$45,152 ","24,702","8,533"
2873,Arkansas,Hempstead,"$17,376 ","$32,056 ","$43,407 ","22,509","8,296"
2874,Texas,Cochran,"$17,371 ","$38,650 ","$43,458 ","3,068","1,039"
2875,Kentucky,Adair,"$17,371 ","$32,524 ","$45,463 ","18,696","7,241"
2876,Missouri,Hickory,"$17,361 ","$29,325 ","$36,457 ","9,499","4,219"
2877,South Carolina,Jasper,"$17,350 ","$36,413 ","$42,070 ","25,408","8,563"
2878,West Virginia,Roane,"$17,341 ","$28,513 ","$38,920 ","14,807","5,975"
2879,Missouri,St. Clair,"$17,337 ","$31,539 ","$42,242 ","9,649","4,139"
2880,Montana,Wheatland,"$17,336 ","$31,867 ","$43,594 ","2,138",817
2881,West Virginia,Doddridge,"$17,334 ","$34,817 ","$43,622 ","8,213","2,778"
2882,Missouri,Madison,"$17,316 ","$35,870 ","$39,718 ","12,350","4,603"
2883,Colorado,Conejos,"$17,316 ","$34,526 ","$44,338 ","8,256","3,099"
2884,Kentucky,Hart,"$17,273 ","$33,408 ","$42,359 ","18,345","7,115"
2885,Georgia,Wayne,"$17,270 ","$35,830 ","$43,465 ","30,187","10,171"
2886,Georgia,Lanier,"$17,264 ","$39,452 ","$51,739 ","10,250","3,725"
2887,Alabama,Dallas,"$17,245 ","$26,519 ","$38,063 ","43,091","16,173"
2888,Mississippi,Covington,"$17,241 ","$33,381 ","$42,657 ","19,520","7,036"
2889,North Carolina,Richmond,"$17,236 ","$32,384 ","$40,322 ","46,534","18,254"
2890,Georgia,Wilkinson,"$17,228 ","$36,173 ","$44,025 ","9,520","3,348"
2891,Missouri,Ozark,"$17,215 ","$32,078 ","$37,938 ","9,653","4,063"
2892,Tennessee,Perry,"$17,214 ","$32,845 ","$39,661 ","7,861","3,187"
2893,Arkansas,Lafayette,"$17,212 ","$29,732 ","$38,913 ","7,501","2,722"
2894,Virginia,Prince Edward,"$17,208 ","$37,436 ","$48,282 ","23,166","7,453"
2895,Colorado,Crowley,"$17,187 ","$31,477 ","$41,270 ","5,629","1,173"
2896,Mississippi,Perry,"$17,183 ","$36,124 ","$40,267 ","12,174","4,483"
2897,Idaho,Jerome,"$17,182 ","$40,126 ","$46,585 ","22,391","7,676"
2898,Ohio,Holmes,"$17,177 ","$45,477 ","$53,295 ","42,841","12,467"
2899,Louisiana,Tensas,"$17,175 ","$27,543 ","$35,328 ","5,105","2,049"
2900,Kentucky,Metcalfe,"$17,171 ","$31,750 ","$40,943 ","10,043","3,919"
2901,Arizona,Graham,"$17,168 ","$44,943 ","$50,583 ","37,168","11,031"
2902,Virginia,Buckingham,"$17,167 ","$38,648 ","$48,786 ","17,126","5,817"
2903,Georgia,Long,"$17,158 ","$42,651 ","$50,522 ","15,285","4,841"
2904,Alabama,Pickens,"$17,153 ","$28,741 ","$38,728 ","19,516","7,926"
2905,Mississippi,Choctaw,"$17,145 ","$29,876 ","$41,164 ","8,440","3,378"
2906,South Carolina,Chesterfield,"$17,140 ","$31,252 ","$40,989 ","46,452","17,622"
2907,North Carolina,Duplin,"$17,122 ","$34,433 ","$42,029 ","59,169","22,052"
2908,Tennessee,Scott,"$17,121 ","$28,401 ","$35,842 ","22,154","8,206"
2909,Georgia,Wilkes,"$17,120 ","$28,983 ","$39,534 ","10,265","4,083"
2910,Kentucky,Russell,"$17,107 ","$29,721 ","$37,256 ","17,636","7,270"
2911,Nebraska,Thurston,"$17,106 ","$41,400 ","$49,612 ","6,915","2,050"
2912,Georgia,Charlton,"$17,102 ","$40,111 ","$50,091 ","13,080","3,727"
2913,North Carolina,Bertie,"$17,096 ","$30,768 ","$40,850 ","20,879","7,629"
2914,Kentucky,Rowan,"$17,094 ","$35,236 ","$47,044 ","23,425","8,305"
2915,Virginia,Harrisonburg City,"$17,080 ","$38,048 ","$53,588 ","49,926","15,701"
2916,Georgia,Taylor,"$17,078 ","$27,455 ","$35,017 ","8,595","3,681"
2917,Georgia,Emanuel,"$17,064 ","$32,046 ","$37,388 ","22,669","8,026"
2918,Arkansas,Drew,"$17,057 ","$31,171 ","$39,884 ","18,686","7,496"
2919,Florida,Taylor,"$17,045 ","$36,356 ","$42,684 ","22,660","7,672"
2920,Mississippi,Calhoun,"$17,034 ","$30,000 ","$39,502 ","14,875","5,944"
2921,Georgia,Coffee,"$17,031 ","$35,693 ","$41,964 ","42,841","14,497"
2922,Georgia,Colquitt,"$17,025 ","$32,484 ","$38,765 ","45,781","15,918"
2923,Ohio,Athens,"$17,019 ","$33,823 ","$50,583 ","64,811","22,181"
2924,Georgia,Baker,"$17,019 ","$27,353 ","$46,696 ","3,410","1,374"
2925,Tennessee,Macon,"$17,009 ","$35,306 ","$42,307 ","22,416","8,544"
2926,Georgia,Talbot,"$16,993 ","$32,424 ","$38,993 ","6,689","2,682"
2927,Arkansas,Yell,"$16,992 ","$35,535 ","$41,469 ","22,014","7,917"
2928,Mississippi,Amite,"$16,977 ","$30,750 ","$36,277 ","13,061","5,212"
2929,North Carolina,Edgecombe,"$16,971 ","$33,960 ","$42,351 ","56,049","21,021"
2930,Utah,Piute,"$16,959 ","$38,500 ","$50,179 ","1,791",570
2931,Washington,Adams,"$16,940 ","$43,926 ","$48,121 ","18,802","5,738"
2932,Arkansas,Monroe,"$16,939 ","$27,263 ","$35,422 ","8,002","3,393"
2933,Georgia,Brantley,"$16,938 ","$36,070 ","$41,975 ","18,409","6,550"
2934,Arkansas,Poinsett,"$16,919 ","$32,089 ","$39,616 ","24,403","9,369"
2935,Mississippi,Carroll,"$16,897 ","$31,039 ","$41,038 ","10,501","3,757"
2936,Montana,Roosevelt,"$16,888 ","$36,920 ","$49,649 ","10,665","3,264"
2937,Missouri,Pemiscot,"$16,881 ","$28,889 ","$38,152 ","18,160","6,941"
2938,Tennessee,Clay,"$16,867 ","$29,727 ","$36,659 ","7,816","3,281"
2939,Missouri,Shannon,"$16,862 ","$31,132 ","$41,440 ","8,388","3,220"
2940,Florida,Dixie,"$16,851 ","$33,981 ","$42,959 ","16,234","6,130"
2941,Mississippi,Walthall,"$16,850 ","$31,090 ","$43,597 ","15,265","5,649"
2942,Texas,Bee,"$16,848 ","$43,690 ","$50,229 ","32,281","8,539"
2943,Florida,Holmes,"$16,845 ","$35,511 ","$45,713 ","19,864","6,808"
2944,Arkansas,Dallas,"$16,838 ","$28,931 ","$39,681 ","8,045","3,269"
2945,Georgia,Terrell,"$16,836 ","$32,628 ","$38,007 ","9,246","3,351"
2946,Arkansas,Phillips,"$16,830 ","$26,737 ","$34,684 ","21,253","8,339"
2947,Alabama,Barbour,"$16,829 ","$32,911 ","$43,462 ","27,321","9,200"
2948,Alabama,Macon,"$16,826 ","$30,724 ","$41,233 ","20,803","8,107"
2949,Tennessee,Campbell,"$16,812 ","$31,943 ","$39,284 ","40,553","15,959"
